"STATEFP","COUNTYFP","county","State_Name","Diocese","geometry"
"39","119","Muskingum","Ohio","Columbus","POLYGON ((-82.187136 40.166876, -81.716277 40.152854, -81.697442 39.755572, -82.170047 39.82075, -82.162372 39.909374, -82.233974 39.91326, -82.187136 40.166876))"
"39","163","Vinton","Ohio","Columbus","POLYGON ((-82.289663 39.384195, -82.322874 39.027674, -82.435309 39.035079, -82.424677 39.137972, -82.762892 39.207967, -82.748591 39.368165, -82.289663 39.384195))"
"39","97","Madison","Ohio","Columbus","POLYGON ((-83.206273 40.107733, -83.252435 39.695438, -83.65333 39.716876, -83.503714 40.111468, -83.206273 40.107733))"
"39","65","Hardin","Ohio","Columbus","POLYGON ((-83.880063 40.819919, -83.496296 40.81794, -83.41867 40.505229, -83.880001 40.531893, -83.880063 40.819919))"
"39","75","Holmes","Ohio","Columbus","POLYGON ((-82.221118 40.667356, -81.648921 40.667771, -81.66982 40.443987, -82.184277 40.456382, -82.221118 40.667356))"
"39","157","Tuscarawas","Ohio","Columbus","POLYGON ((-81.66795 40.632379, -81.317739 40.651579, -81.264744 40.565042, -81.275319 40.303434, -81.338057 40.214253, -81.622683 40.221308, -81.61603 40.368118, -81.712288 40.370804, -81.66795 40.632379))"
"39","127","Perry","Ohio","Columbus","POLYGON ((-82.170047 39.82075, -82.024219 39.724686, -82.039605 39.550217, -82.37989 39.596738, -82.462813 39.93038, -82.162372 39.909374, -82.170047 39.82075))"
"48","131","Duval","Texas","Corpus Christi","POLYGON ((-98.803325 28.05748, -98.235497 28.057966, -98.232464 27.262487, -98.798323 27.354029, -98.803325 28.05748))"
"48","25","Bee","Texas","Corpus Christi","POLYGON ((-97.37629 28.389778, -97.567622 28.129683, -97.817716 28.176848, -98.089764 28.662979, -97.787853 28.675788, -97.696572 28.541537, -97.37629 28.389778))"
"48","297","Live Oak","Texas","Corpus Christi","POLYGON ((-98.089764 28.662979, -97.808774 28.183415, -97.883148 28.0569, -98.334323 28.0578, -98.335031 28.612658, -98.098315 28.786949, -98.005252 28.690239, -98.089764 28.662979))"
"48","273","Kleberg","Texas","Corpus Christi","POLYGON ((-97.288337 27.277584, -97.985748 27.209271, -98.058078 27.260981, -98.0598 27.635869, -97.840678 27.558358, -97.165097 27.5683, -97.288337 27.277584))"
"48","409","San Patricio","Texas","Corpus Christi","POLYGON ((-97.259401 28.073196, -97.135134 27.897216, -97.192043 27.822513, -97.268684 27.881294, -97.638174 27.865594, -97.806484 27.934396, -97.79607 28.031258, -97.908774 28.091866, -97.817716 28.176848, -97.4759 28.179406, -97.259401 28.073196))"
"48","47","Brooks","Texas","Corpus Christi","POLYGON ((-97.986076 27.260494, -97.985494 26.780917, -98.422616 26.783535, -98.417883 27.055285, -98.536646 27.265196, -97.986076 27.260494))"
"48","7","Aransas","Texas","Corpus Christi","POLYGON ((-97.237828 28.061515, -97.023586 28.187657, -97.123333 28.272739, -96.790512 28.319238, -96.815905 28.022835, -96.984281 27.803783, -97.237828 28.061515))"
"48","391","Refugio","Texas","Corpus Christi","POLYGON ((-97.017539 28.202876, -97.239364 28.061396, -97.541071 28.164669, -97.160751 28.553475, -96.764138 28.426577, -96.790512 28.319238, -97.123799 28.272459, -97.017539 28.202876))"
"48","355","Nueces","Texas","Corpus Christi","POLYGON ((-97.165097 27.5683, -97.840678 27.558358, -97.942146 27.635932, -97.934274 27.885202, -97.798517 27.995659, -97.806484 27.934396, -97.638174 27.865594, -97.268684 27.881294, -97.201291 27.821105, -97.095713 27.957835, -96.984281 27.803783, -97.165097 27.5683))"
"48","249","Jim Wells","Texas","Corpus Christi","POLYGON ((-97.934274 27.885202, -97.942146 27.635932, -98.0598 27.635869, -98.058078 27.260981, -98.232464 27.262487, -98.235497 28.057966, -97.801388 28.03836, -97.934274 27.885202))"
"48","261","Kenedy","Texas","Corpus Christi","POLYGON ((-97.985303 26.615809, -97.985887 27.209308, -97.785102 27.283714, -97.288337 27.277584, -97.31595 26.929289, -97.225374 26.600227, -97.985303 26.615809))"
"21","81","Grant","Kentucky","Covington","POLYGON ((-84.532288 38.791937, -84.485295 38.508552, -84.621763 38.481956, -84.774322 38.618594, -84.780766 38.765208, -84.532288 38.791937))"
"21","41","Carroll","Kentucky","Covington","POLYGON ((-84.936488 38.651455, -85.211375 38.580216, -85.33311 38.736258, -85.173161 38.688007, -85.023118 38.761327, -84.936488 38.651455))"
"21","135","Lewis","Kentucky","Covington","POLYGON ((-83.030882 38.725563, -83.23068 38.339286, -83.334899 38.318258, -83.580566 38.430169, -83.635489 38.669367, -83.512815 38.701791, -83.293181 38.596714, -83.030882 38.725563))"
"21","117","Kenton","Kentucky","Covington","POLYGON ((-84.506161 39.095177, -84.418481 38.805898, -84.615664 38.802277, -84.623493 39.07433, -84.506161 39.095177))"
"21","37","Campbell","Kentucky","Covington","POLYGON ((-84.506161 39.095177, -84.232014 38.874826, -84.449072 38.818129, -84.426791 38.979302, -84.506161 39.095177))"
"21","187","Owen","Kentucky","Covington","POLYGON ((-84.792512 38.724577, -84.580539 38.473039, -84.793228 38.338505, -85.074583 38.596838, -84.792512 38.724577))"
"21","161","Mason","Kentucky","Covington","POLYGON ((-83.641852 38.525381, -83.930348 38.492278, -83.991605 38.593701, -83.903901 38.768182, -83.644977 38.636363, -83.641852 38.525381))"
"21","23","Bracken","Kentucky","Covington","POLYGON ((-83.903901 38.768182, -83.996412 38.583514, -84.21768 38.55998, -84.230459 38.827393, -83.903901 38.768182))"
"21","191","Pendleton","Kentucky","Covington","POLYGON ((-84.195398 38.588553, -84.476299 38.542723, -84.532288 38.791937, -84.232014 38.874826, -84.195398 38.588553))"
"21","77","Gallatin","Kentucky","Covington","POLYGON ((-85.023082 38.761336, -84.815234 38.784252, -84.779554 38.859575, -84.660107 38.777293, -84.934536 38.66213, -85.023082 38.761336))"
"21","201","Robertson","Kentucky","Covington","POLYGON ((-84.18376 38.499641, -84.083367 38.608621, -83.971212 38.587612, -83.930348 38.492278, -83.999227 38.422286, -84.18376 38.499641))"
"21","69","Fleming","Kentucky","Covington","POLYGON ((-83.641852 38.525381, -83.45273 38.381566, -83.646546 38.170963, -83.984282 38.445493, -83.641852 38.525381))"
"21","97","Harrison","Kentucky","Covington","POLYGON ((-84.129906 38.474795, -84.280218 38.313333, -84.429002 38.27967, -84.557375 38.492917, -84.205346 38.582039, -84.129906 38.474795))"
"21","15","Boone","Kentucky","Covington","POLYGON ((-84.658517 39.095812, -84.597932 38.879431, -84.660107 38.777293, -84.871139 38.901455, -84.830049 38.97256, -84.897371 39.0574, -84.749969 39.147732, -84.658517 39.095812))"
"27","57","Hubbard","Minnesota","Crookston","POLYGON ((-94.670214 47.410151, -94.659942 46.803716, -95.16301 46.80472, -95.183216 47.412773, -94.670214 47.410151))"
"27","107","Norman","Minnesota","Crookston","POLYGON ((-96.067122 47.151774, -96.840959 47.151209, -96.864823 47.492017, -96.067621 47.499136, -96.067122 47.151774))"
"27","29","Clearwater","Minnesota","Crookston","POLYGON ((-95.193705 47.872544, -95.169172 47.152515, -95.551186 47.151453, -95.582887 48.020557, -95.229133 48.019958, -95.277789 47.92506, -95.193705 47.872544))"
"27","113","Pennington","Minnesota","Crookston","POLYGON ((-95.593788 48.172916, -95.582155 47.933966, -96.48255 47.963595, -96.500901 48.021656, -96.500843 48.174108, -95.593788 48.172916))"
"27","5","Becker","Minnesota","Crookston","POLYGON ((-96.194671 47.151149, -95.169172 47.152515, -95.16371 46.71764, -96.174587 46.717854, -96.194671 47.151149))"
"27","89","Marshall","Minnesota","Crookston","POLYGON ((-97.163355 48.543967, -95.602315 48.538887, -95.593788 48.172916, -97.146703 48.173223, -97.163355 48.543967))"
"27","69","Kittson","Minnesota","Crookston","POLYGON ((-96.405411 49.000074, -96.387835 48.544308, -97.163355 48.543967, -97.090328 48.684512, -97.234168 48.997221, -96.405411 49.000074))"
"27","135","Roseau","Minnesota","Crookston","POLYGON ((-95.30104 48.904216, -95.091464 48.920618, -95.089863 48.713062, -95.34273 48.713028, -95.34254 48.540211, -96.387835 48.544308, -96.405411 49.000074, -95.319888 48.998923, -95.30104 48.904216))"
"27","87","Mahnomen","Minnesota","Crookston","POLYGON ((-95.551458 47.50002, -95.551186 47.151453, -96.067069 47.151813, -96.067621 47.499136, -95.551458 47.50002))"
"27","27","Clay","Minnesota","Crookston","POLYGON ((-96.172405 46.630649, -96.798069 46.629226, -96.752654 46.923543, -96.839548 47.006728, -96.840122 47.150475, -96.194671 47.151149, -96.172405 46.630649))"
"27","7","Beltrami","Minnesota","Crookston","POLYGON ((-94.416387 47.41183, -95.183216 47.412773, -95.193705 47.872544, -95.27812 47.928139, -95.229133 48.019958, -95.592487 48.020558, -95.602315 48.538887, -95.211966 48.539961, -95.210953 48.365971, -94.425771 48.367339, -94.416387 47.41183))"
"27","125","Red Lake","Minnesota","Crookston","POLYGON ((-95.836827 47.848219, -95.837177 47.760894, -96.351727 47.7603, -96.352708 47.847328, -96.482092 47.847428, -96.48255 47.963595, -95.70984 47.96433, -95.709148 47.848594, -95.836827 47.848219))"
"27","119","Polk","Minnesota","Crookston","POLYGON ((-95.554248 47.499893, -96.853162 47.50104, -97.146751 48.173197, -96.500843 48.174108, -96.482092 47.847428, -96.352708 47.847328, -96.351727 47.7603, -95.837177 47.760894, -95.836827 47.848219, -95.709148 47.848594, -95.709619 47.935805, -95.582155 47.933966, -95.554248 47.499893))"
"27","77","Lake of the Woods","Minnesota","Crookston","POLYGON ((-94.428702 48.367333, -95.210953 48.365971, -95.211966 48.539961, -95.34254 48.540211, -95.34273 48.713028, -95.089863 48.713062, -95.091464 48.920618, -95.254859 48.884474, -95.327075 48.97804, -95.153191 48.99887, -95.153395 49.384479, -94.816264 49.321399, -94.690902 48.777999, -94.43027 48.700924, -94.428702 48.367333))"
"48","257","Kaufman","Texas","Dallas","POLYGON ((-96.076801 32.838489, -96.075899 32.357505, -96.4545 32.36105, -96.51897 32.813616, -96.076801 32.838489))"
"48","349","Navarro","Texas","Dallas","POLYGON ((-96.050844 32.016393, -96.496713 31.796191, -96.719114 31.814887, -96.896209 32.073977, -96.38291 32.328929, -96.146799 32.211937, -96.050844 32.016393))"
"48","113","Dallas","Texas","Dallas","POLYGON ((-97.031007 32.989691, -96.517011 32.982862, -96.523118 32.545214, -97.038685 32.548666, -97.031007 32.989691))"
"48","139","Ellis","Texas","Dallas","POLYGON ((-96.529412 32.545277, -96.38291 32.328929, -96.940656 32.052087, -97.087043 32.266824, -97.087054 32.549263, -96.529412 32.545277))"
"48","85","Collin","Texas","Dallas","POLYGON ((-96.83411 33.405498, -96.295413 33.351936, -96.297227 32.981752, -96.844122 32.987435, -96.83411 33.405498))"
"48","231","Hunt","Texas","Dallas","POLYGON ((-95.9453 32.979877, -95.934433 32.837217, -96.297322 32.841723, -96.295413 33.351936, -95.858723 33.40953, -95.862521 32.979571, -95.9453 32.979877))"
"48","147","Fannin","Texas","Dallas","POLYGON ((-95.858723 33.40953, -96.384495 33.341119, -96.379452 33.725764, -96.002925 33.87359, -95.846536 33.839855, -95.858723 33.40953))"
"48","181","Grayson","Texas","Dallas","POLYGON ((-96.66441 33.917267, -96.379452 33.725764, -96.384602 33.397826, -96.94386 33.41641, -96.944611 33.949217, -96.85609 33.84749, -96.708134 33.83306, -96.66441 33.917267))"
"48","397","Rockwall","Texas","Dallas","POLYGON ((-96.297227 32.981752, -96.297376 32.814185, -96.51897 32.813616, -96.517011 32.982862, -96.297227 32.981752))"
"19","7","Appanoose","Iowa","Davenport","POLYGON ((-92.637898 40.590853, -93.097296 40.584014, -93.097595 40.898451, -92.639091 40.898886, -92.637898 40.590853))"
"19","157","Poweshiek","Iowa","Davenport","POLYGON ((-92.297494 41.50979, -92.756508 41.508794, -92.765999 41.862373, -92.298164 41.862779, -92.297494 41.50979))"
"19","51","Davis","Iowa","Davenport","POLYGON ((-92.17978 40.600529, -92.637898 40.590853, -92.639091 40.898886, -92.179072 40.89972, -92.17978 40.600529))"
"19","115","Louisa","Iowa","Davenport","POLYGON ((-90.949381 41.07271, -91.37071 41.074112, -91.370298 41.161247, -91.485717 41.162405, -91.483995 41.423848, -91.368521 41.423178, -91.369332 41.336063, -91.072045 41.333599, -91.113062 41.239968, -90.949381 41.07271))"
"19","163","Scott","Iowa","Davenport","POLYGON ((-90.343228 41.587833, -90.786282 41.452888, -90.783812 41.596531, -90.899853 41.597133, -90.898373 41.771392, -90.31613 41.728769, -90.343228 41.587833))"
"19","101","Jefferson","Iowa","Davenport","POLYGON ((-91.71818 40.901087, -92.179072 40.89972, -92.179974 41.162662, -91.716042 41.162808, -91.71818 40.901087))"
"19","87","Henry","Iowa","Davenport","POLYGON ((-91.370298 41.161247, -91.372095 40.812631, -91.718787 40.813544, -91.716041 41.162874, -91.370298 41.161247))"
"19","125","Marion","Iowa","Davenport","POLYGON ((-92.869771 41.161066, -93.327886 41.160659, -93.328614 41.507824, -92.871421 41.508522, -92.869771 41.161066))"
"19","57","Des Moines","Iowa","Davenport","POLYGON ((-90.962916 40.924957, -91.130544 40.698147, -91.407252 40.809619, -91.37071 41.074112, -90.949381 41.07271, -90.962916 40.924957))"
"19","103","Johnson","Iowa","Davenport","POLYGON ((-91.831379 41.861851, -91.366079 41.860068, -91.368521 41.423178, -91.483995 41.423848, -91.519828 41.51101, -91.829231 41.511457, -91.831379 41.861851))"
"19","139","Muscatine","Iowa","Davenport","POLYGON ((-91.366448 41.598373, -90.783812 41.596531, -90.786282 41.452888, -91.037131 41.420017, -91.072045 41.333599, -91.369332 41.336063, -91.366448 41.598373))"
"19","135","Monroe","Iowa","Davenport","POLYGON ((-92.639091 40.898886, -93.097595 40.898451, -93.099217 41.160867, -92.640361 41.161298, -92.639091 40.898886))"
"19","183","Washington","Iowa","Davenport","POLYGON ((-91.485717 41.162405, -91.945772 41.163724, -91.946043 41.510749, -91.507352 41.502308, -91.485717 41.162405))"
"19","111","Lee","Iowa","Davenport","POLYGON ((-91.372921 40.399108, -91.716769 40.59853, -91.718787 40.813544, -91.409453 40.812905, -91.112467 40.696301, -91.359873 40.601805, -91.372921 40.399108))"
"19","177","Van Buren","Iowa","Davenport","POLYGON ((-92.179072 40.89972, -91.71818 40.901087, -91.716769 40.59853, -92.17978 40.600529, -92.179072 40.89972))"
"19","45","Clinton","Iowa","Davenport","POLYGON ((-90.181973 41.80707, -90.316562 41.728928, -90.898373 41.771392, -90.898373 42.033548, -90.154221 42.033073, -90.181973 41.80707))"
"19","107","Keokuk","Iowa","Davenport","POLYGON ((-91.945571 41.163578, -92.410233 41.161942, -92.411995 41.509548, -91.946043 41.510749, -91.945571 41.163578))"
"19","31","Cedar","Iowa","Davenport","POLYGON ((-90.898484 41.946245, -90.899853 41.597133, -91.366448 41.598373, -91.365877 41.94741, -90.898484 41.946245))"
"19","179","Wapello","Iowa","Davenport","POLYGON ((-92.179072 40.89972, -92.639091 40.898886, -92.640361 41.161298, -92.179974 41.162662, -92.179072 40.89972))"
"19","123","Mahaska","Iowa","Davenport","POLYGON ((-92.410233 41.161942, -92.869771 41.161066, -92.871421 41.508522, -92.411995 41.509548, -92.410233 41.161942))"
"19","95","Iowa","Iowa","Davenport","POLYGON ((-91.829231 41.511457, -92.297494 41.50979, -92.298164 41.862779, -91.831379 41.861851, -91.829231 41.511457))"
"19","99","Jasper","Iowa","Davenport","POLYGON ((-92.756508 41.508794, -93.328614 41.507824, -93.347933 41.863104, -92.765999 41.862373, -92.756508 41.508794))"
"8","123","Weld","Colorado","Denver","MULTIPOLYGON (((-104.979917 40.029486, -104.97305 40.033037, -104.973074 40.029512, -104.979917 40.029486)), ((-104.150332 40.000856, -105.055518 40.000251, -105.05672 40.349281, -104.945551 40.349099, -104.943371 40.998213, -103.573774 41.001716, -103.581837 40.52316, -104.147714 40.524389, -104.150332 40.000856)))"
"8","45","Garfield","Colorado","Denver","POLYGON ((-107.938502 39.824996, -107.43177 39.828377, -107.431665 39.917725, -107.318751 39.914968, -107.316993 40.090765, -107.037363 40.091538, -107.033968 39.918913, -107.113672 39.919112, -107.113446 39.366066, -109.050765 39.366677, -109.051227 39.660466, -107.938546 39.694464, -107.938502 39.824996))"
"8","95","Phillips","Colorado","Denver","POLYGON ((-102.051465 40.440008, -102.664804 40.438473, -102.65131 40.749402, -102.051416 40.749586, -102.051465 40.440008))"
"8","97","Pitkin","Colorado","Denver","POLYGON ((-107.430949 39.366178, -106.426487 39.361871, -106.426947 39.323355, -106.50269 39.298067, -106.598297 38.998744, -106.703045 39.055917, -106.827248 38.97772, -107.06632 39.118805, -107.28249 39.118718, -107.465214 39.314337, -107.430949 39.366178))"
"8","117","Summit","Colorado","Denver","POLYGON ((-106.026686 39.689521, -105.775744 39.605576, -105.951867 39.414338, -106.206732 39.379636, -106.255888 39.531813, -106.179344 39.642503, -106.385478 39.767164, -106.440301 39.918323, -106.24691 39.9127, -106.026686 39.689521))"
"8","59","Jefferson","Colorado","Denver","MULTIPOLYGON (((-105.054145 39.567085, -105.217419 39.260395, -105.397875 39.129564, -105.397849 39.912886, -105.052892 39.914224, -105.053581 39.65116, -105.109902 39.634263, -105.054145 39.567085)), ((-105.064988 39.653331, -105.063898 39.65378, -105.06389 39.653333, -105.064988 39.653331)), ((-105.062589 39.651854, -105.063539 39.652979, -105.06256 39.652991, -105.062589 39.651854)), ((-105.08087 39.635001, -105.081573 39.635688, -105.08087 39.635683, -105.08087 39.635001)), ((-105.057009 39.631679, -105.053342 39.63877, -105.053457 39.629526, -105.057009 39.631679)), ((-105.053483 39.624253, -105.05578 39.625998, -105.05333 39.627989, -105.053483 39.624253)))"
"8","47","Gilpin","Colorado","Denver","POLYGON ((-105.700777 39.878921, -105.397971 39.934867, -105.397949 39.74604, -105.539393 39.77231, -105.700777 39.878921))"
"8","121","Washington","Colorado","Denver","POLYGON ((-103.465377 40.436346, -102.779943 40.438418, -102.802932 39.567841, -103.707072 39.566295, -103.705701 40.001366, -103.47199 40.001502, -103.465377 40.436346))"
"8","103","Rio Blanco","Colorado","Denver","POLYGON ((-107.938546 39.694464, -109.051227 39.660466, -109.050949 40.222647, -107.037928 40.225372, -107.037363 40.091538, -107.316993 40.090765, -107.318751 39.914968, -107.431665 39.917725, -107.43177 39.828377, -107.938502 39.824996, -107.938546 39.694464))"
"8","49","Grand","Colorado","Denver","POLYGON ((-105.695747 39.839482, -106.012987 39.686341, -106.252027 39.914712, -106.626569 39.924785, -106.652187 40.445207, -106.602505 40.376082, -106.489842 40.411578, -106.230074 40.323382, -105.959659 40.348149, -105.891754 40.476661, -105.807341 40.474527, -105.626566 40.118654, -105.695747 39.839482))"
"8","57","Jackson","Colorado","Denver","POLYGON ((-106.873221 40.973636, -106.190554 40.997578, -105.854926 40.486252, -105.960825 40.347939, -106.612321 40.379383, -106.706218 40.615606, -106.635704 40.811896, -106.873221 40.973636))"
"8","107","Routt","Colorado","Denver","POLYGON ((-106.857773 41.002663, -106.635476 40.811365, -106.706218 40.615606, -106.626555 39.918671, -107.033968 39.918913, -107.037928 40.225372, -107.439386 40.223379, -107.428813 40.542207, -107.314153 40.600281, -107.317794 41.00292, -106.857773 41.002663))"
"8","115","Sedgwick","Colorado","Denver","POLYGON ((-102.653463 41.002332, -102.051717 41.002359, -102.051416 40.749586, -102.65131 40.749402, -102.653463 41.002332))"
"8","81","Moffat","Colorado","Denver","POLYGON ((-109.050026 41.000691, -107.317794 41.00292, -107.314153 40.600281, -107.428813 40.542207, -107.439372 40.220454, -109.050949 40.222647, -109.050026 41.000691))"
"8","87","Morgan","Colorado","Denver","POLYGON ((-103.47199 40.001502, -104.150332 40.000856, -104.147714 40.524389, -103.4672 40.523253, -103.47199 40.001502))"
"8","125","Yuma","Colorado","Denver","POLYGON ((-102.051465 40.440008, -102.049806 39.574058, -102.802932 39.567841, -102.77996 40.438446, -102.051465 40.440008))"
"8","14","Broomfield","Colorado","Denver","MULTIPOLYGON (((-105.103729 39.957541, -105.09996 39.958979, -105.091025 39.957803, -105.103729 39.957541)), ((-105.165167 39.891486, -105.128002 39.954173, -104.961071 40.044144, -105.015469 39.921402, -105.165167 39.891486), (-105.057709 39.974669, -105.052889 39.957826, -105.052828 39.965892, -105.057709 39.974669), (-104.979911 40.033053, -104.973074 40.029512, -104.97305 40.033037, -104.979911 40.033053)))"
"8","37","Eagle","Colorado","Denver","POLYGON ((-106.365325 39.752918, -106.179344 39.642503, -106.255888 39.531813, -106.206732 39.379636, -107.113446 39.366066, -107.113672 39.919112, -106.434508 39.924914, -106.365325 39.752918))"
"8","1","Adams","Colorado","Denver","POLYGON ((-104.884646 39.740156, -104.599581 39.899038, -104.73039 39.896131, -104.790895 39.798251, -105.053246 39.791063, -105.052892 39.914224, -104.980944 40.000325, -103.705701 40.001366, -103.706547 39.739894, -104.884646 39.740156))"
"8","75","Logan","Colorado","Denver","POLYGON ((-102.664804 40.438473, -103.465377 40.436346, -103.4672 40.523253, -103.581844 40.523383, -103.573774 41.001716, -102.653463 41.002332, -102.664804 40.438473))"
"8","13","Boulder","Colorado","Denver","MULTIPOLYGON (((-105.128002 39.954173, -105.683405 39.934105, -105.653321 40.260457, -105.055089 40.261793, -105.052797 39.977674, -105.128002 39.954173), (-105.102763 39.958769, -105.103729 39.957541, -105.091025 39.957803, -105.102763 39.958769)), ((-105.052889 39.957826, -105.057709 39.974669, -105.052828 39.965892, -105.052889 39.957826)))"
"8","31","Denver","Colorado","Denver","MULTIPOLYGON (((-104.934076 39.698436, -104.931714 39.700208, -104.931651 39.698398, -104.934076 39.698436)), ((-105.109924 39.62716, -105.064405 39.79108, -104.790895 39.798251, -104.73039 39.896131, -104.599581 39.899038, -104.619799 39.822417, -104.879901 39.754735, -104.885264 39.624129, -105.008664 39.678627, -105.109924 39.62716), (-104.931648 39.711098, -104.940625 39.6954, -104.928183 39.696634, -104.931648 39.711098), (-105.081573 39.635688, -105.08087 39.635001, -105.08087 39.635683, -105.081573 39.635688), (-105.064997 39.653774, -105.06389 39.653333, -105.063898 39.65378, -105.064997 39.653774), (-105.063539 39.652979, -105.062589 39.651854, -105.06256 39.652991, -105.063539 39.652979), (-104.931641 39.673374, -104.931622 39.667473, -104.927201 39.668965, -104.931641 39.673374), (-104.917559 39.672983, -104.921016 39.660338, -104.912985 39.656209, -104.917559 39.672983), (-104.929182 39.702043, -104.928766 39.70128, -104.928299 39.701274, -104.929182 39.702043), (-104.911032 39.682073, -104.908203 39.679883, -104.908205 39.68207, -104.911032 39.682073), (-104.904049 39.625436, -104.902796 39.624304, -104.903787 39.626828, -104.904049 39.625436), (-104.898786 39.685704, -104.899347 39.683737, -104.898783 39.683402, -104.898786 39.685704)))"
"8","5","Arapahoe","Colorado","Denver","MULTIPOLYGON (((-104.884646 39.740156, -103.706547 39.739894, -103.707072 39.566295, -105.05414 39.566088, -105.015696 39.678684, -104.913407 39.624083, -104.847296 39.657102, -104.884646 39.740156)), ((-104.921016 39.660338, -104.917559 39.672983, -104.912985 39.656209, -104.921016 39.660338)), ((-104.940625 39.6954, -104.931648 39.711098, -104.934143 39.70132, -104.928778 39.70022, -104.928183 39.696634, -104.940625 39.6954), (-104.931714 39.700208, -104.934076 39.698436, -104.931651 39.698398, -104.931714 39.700208)), ((-104.929313 39.701272, -104.929053 39.701949, -104.928299 39.701274, -104.929313 39.701272)), ((-104.931622 39.667473, -104.929651 39.672382, -104.927201 39.668965, -104.931622 39.667473)), ((-104.91104 39.679887, -104.908205 39.68207, -104.908203 39.679883, -104.91104 39.679887)), ((-104.90115 39.684809, -104.898786 39.685704, -104.898783 39.683402, -104.90115 39.684809)), ((-104.904032 39.624116, -104.903787 39.626828, -104.902904 39.624181, -104.904032 39.624116)))"
"8","19","Clear Creek","Colorado","Denver","POLYGON ((-105.398949 39.566056, -105.836599 39.56879, -105.784603 39.631147, -105.921407 39.709936, -105.887395 39.796996, -105.633283 39.843702, -105.398712 39.747294, -105.398949 39.566056))"
"8","69","Larimer","Colorado","Denver","POLYGON ((-105.055089 40.261793, -105.678187 40.26812, -106.191556 40.996285, -104.943371 40.998213, -104.945551 40.349099, -105.05672 40.349281, -105.055089 40.261793))"
"19","77","Guthrie","Iowa","Des Moines","POLYGON ((-94.28034 41.862999, -94.241593 41.503679, -94.700629 41.504148, -94.744876 41.862394, -94.28034 41.862999))"
"19","49","Dallas","Iowa","Des Moines","POLYGON ((-93.790612 41.511916, -94.241593 41.503679, -94.28034 41.862999, -93.815721 41.863419, -93.790612 41.511916))"
"19","121","Madison","Iowa","Des Moines","POLYGON ((-93.789196 41.162035, -94.241637 41.157134, -94.241593 41.503679, -93.790612 41.511916, -93.789196 41.162035))"
"19","29","Cass","Iowa","Des Moines","POLYGON ((-95.154722 41.505211, -94.700629 41.504148, -94.700434 41.158246, -95.155851 41.159236, -95.154722 41.505211))"
"19","3","Adams","Iowa","Des Moines","POLYGON ((-94.470603 41.157566, -94.470779 40.899502, -94.928459 40.900653, -94.927587 41.158508, -94.470603 41.157566))"
"19","165","Shelby","Iowa","Des Moines","POLYGON ((-95.092861 41.863374, -95.04077 41.50469, -95.497997 41.506074, -95.557277 41.863449, -95.092861 41.863374))"
"19","155","Pottawattamie","Iowa","Des Moines","POLYGON ((-95.996194 41.50696, -95.154722 41.505211, -95.155851 41.159236, -95.880521 41.159874, -95.927642 41.29844, -95.871141 41.29669, -95.957137 41.345902, -95.919989 41.452604, -95.996194 41.50696))"
"19","39","Clarke","Iowa","Des Moines","POLYGON ((-93.55654 40.898295, -94.014803 40.897031, -94.014189 41.156762, -93.557556 41.161271, -93.55654 40.898295))"
"19","153","Polk","Iowa","Des Moines","POLYGON ((-93.347933 41.863104, -93.328407 41.490794, -93.790612 41.511916, -93.815721 41.863419, -93.347933 41.863104))"
"19","117","Lucas","Iowa","Des Moines","POLYGON ((-93.097595 40.898451, -93.55654 40.898295, -93.557556 41.161271, -93.099217 41.160867, -93.097595 40.898451))"
"19","145","Page","Iowa","Des Moines","POLYGON ((-95.384964 40.90155, -94.928459 40.900653, -94.914896 40.575068, -95.373941 40.580522, -95.384964 40.90155))"
"19","9","Audubon","Iowa","Des Moines","POLYGON ((-94.744876 41.862394, -94.700629 41.504148, -95.04077 41.50469, -95.092861 41.863374, -94.744876 41.862394))"
"19","173","Taylor","Iowa","Des Moines","POLYGON ((-94.470779 40.899502, -94.471213 40.570825, -94.914896 40.575068, -94.928459 40.900653, -94.470779 40.899502))"
"19","129","Mills","Iowa","Des Moines","POLYGON ((-95.38483 40.9016, -95.813465 40.901693, -95.880521 41.159874, -95.384349 41.160011, -95.38483 40.9016))"
"19","159","Ringgold","Iowa","Des Moines","POLYGON ((-94.015492 40.573914, -94.471213 40.570825, -94.470779 40.899502, -94.014803 40.897031, -94.015492 40.573914))"
"19","185","Wayne","Iowa","Des Moines","POLYGON ((-93.097296 40.584014, -93.556899 40.580235, -93.55654 40.898295, -93.097595 40.898451, -93.097296 40.584014))"
"19","175","Union","Iowa","Des Moines","POLYGON ((-94.470603 41.157566, -94.014189 41.156762, -94.014803 40.897031, -94.470779 40.899502, -94.470603 41.157566))"
"19","181","Warren","Iowa","Des Moines","POLYGON ((-93.328407 41.490794, -93.327886 41.160659, -93.789196 41.162035, -93.790612 41.511916, -93.328407 41.490794))"
"19","85","Harrison","Iowa","Des Moines","POLYGON ((-95.558143 41.602383, -95.497793 41.602333, -95.497997 41.506074, -96.052765 41.508436, -96.122604 41.68304, -96.065098 41.796351, -96.139012 41.866301, -95.557277 41.863449, -95.558143 41.602383))"
"19","53","Decatur","Iowa","Des Moines","POLYGON ((-93.556899 40.580235, -94.015492 40.573914, -94.014803 40.897031, -93.55654 40.898295, -93.556899 40.580235))"
